,Unnamed: 0,address,price,location
107,188,2501 keystone ln ann arbor,1065.0,"2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
108,189,2501 keystone ln ann arbor,1065.0,"2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
109,190,2501 keystone ln ann arbor,840.0,"2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
110,191,1409 catalpa dr ann arbor,1000.0,
111,193,2501 keystone ln ann arbor,840.0,"2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
112,194,2960 international drive ann arbor,889.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
113,195,527 virginia ave ann arbor,2200.0,"527, Virginia Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
114,196,3089 woodland hills dr ann arbor,809.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
115,200,221 normal ann arbor,945.0,
116,202,414 s division st ann arbor,1295.0,"414, South Division Street, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
117,203,275 harbor way ann arbor,1885.0,"Harbor House Clubhouse, 275, Harbor Way, Harbor House of Ann Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
118,205,1082 e chicago blvd ann arbor,885.0,
119,208,1984 traver rd ann arbor,1469.0,"1984, Traver Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
120,210,1245 astor ave ann arbor,1480.0,"1245, Astor Avenue, Woodbury Gardens, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
121,211,221 normal ann arbor,995.0,
122,212,2835 roundtree blvd ann arbor,1039.0,"2835, Roundtree Boulevard, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
123,214,1550 brookfield ann arbor,1609.0,"1550, Brookfield Drive, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
124,215,1751 cass lake front st ann arbor,950.0,
125,216,27883 independence st ann arbor,825.0,
126,217,2960 international dr. ann arbor,1019.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
127,219,3089 woodland hills dr ann arbor,1249.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
128,220,2960 international dr. ann arbor,989.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
129,221,2960 birch hollow dr ann arbor,1209.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
130,222,275 harbor way ann arbor,1449.0,"Harbor House Clubhouse, 275, Harbor Way, Harbor House of Ann Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
131,223,1005 maiden lane ann arbor,1299.0,"1005, Maiden Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
132,224,2960 international dr. ann arbor,959.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
133,225,2960 international ann arbor,999.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
134,226,600 hidden valley club drive ann arbor,1110.0,"600, Hidden Valley Club Drive, Hidden Valley-, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
135,227,3100 s. winter st. ann arbor,835.0,
136,228,1005 maiden lane ann arbor,1359.0,"1005, Maiden Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
137,229,1005 maiden lane ann arbor,1299.0,"1005, Maiden Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
138,230,140 lauff ann arbor,980.0,
139,233,2960 international ann arbor,989.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
140,234,212 stevens drive ann arbor,918.0,"212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
141,235,212 stevens drive ann arbor,918.0,"212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
142,236,212 stevens drive ann arbor,918.0,"212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
143,237,3089 woodland hills dr ann arbor,939.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
144,238,1550 brookfield ann arbor,1499.0,"1550, Brookfield Drive, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
145,240,2911 bynan ann arbor,859.0,"Bynan Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
146,242,101 lake village ann arbor,1544.0,
147,244,3089 woodland hills dr ann arbor,809.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
148,245,527 s 4th ave ann arbor,1295.0,"527, South Fourth Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
149,246,3089 woodland hills dr ann arbor,1249.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
150,247,1980 pauline boulevard ann arbor,1249.0,"1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann Arbor Charter Township, Washtenaw County, Michigan, 48103, United States of America"
151,248,2820 windwood ann arbor,1644.0,"2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
152,253,212 stevens dr ann arbor,918.0,"212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
153,257,1505 natalie ln ann arbor,1265.0,"1505, Natalie Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
154,258,3089 woodland hills dr ann arbor,1249.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
155,259,275 harbor way ann arbor,1499.0,"Harbor House Clubhouse, 275, Harbor Way, Harbor House of Ann Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
156,260,3089 woodland hills dr ann arbor,959.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
157,261,1771 plymouth road ann arbor,2350.0,"Seoul Street, 1771, Plymouth Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
158,267,600 hidden valley club drive ann arbor,1450.0,"600, Hidden Valley Club Drive, Hidden Valley-, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
159,268,1980 pauline boulevard ann arbor,1189.0,"1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann Arbor Charter Township, Washtenaw County, Michigan, 48103, United States of America"
160,269,2960 birch hollow dr ann arbor,1179.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
161,270,3089 woodland hills dr ann arbor,939.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
162,272,324 e jefferson st ann arbor,1345.0,"324, East Jefferson Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
163,274,3400 nixon rd ann arbor,2731.0,"3400, Nixon Road, Ann Arbor Charter Township, Washtenaw County, Michigan, 48105, United States of America"
164,275,2960 international drive ann arbor,989.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
165,276,140 lauff drive ann arbor,1030.0,
166,278,3050 birch hollow dr ann arbor,1425.0,"3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
167,279,3400 nixon rd ann arbor,2003.0,"3400, Nixon Road, Ann Arbor Charter Township, Washtenaw County, Michigan, 48105, United States of America"
168,280,4014 gleaner hall ann arbor,3990.0,
169,281,3400 nixon rd ann arbor,1903.0,"3400, Nixon Road, Ann Arbor Charter Township, Washtenaw County, Michigan, 48105, United States of America"
170,282,1550 brookfield ann arbor,1579.0,"1550, Brookfield Drive, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
171,283,3400 nixon rd ann arbor,1626.0,"3400, Nixon Road, Ann Arbor Charter Township, Washtenaw County, Michigan, 48105, United States of America"
172,285,1550 brookfield ann arbor,1579.0,"1550, Brookfield Drive, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
173,286,3400 nixon rd ann arbor,1501.0,"3400, Nixon Road, Ann Arbor Charter Township, Washtenaw County, Michigan, 48105, United States of America"
174,287,2960 birch hollow dr ann arbor,1209.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
175,289,518 e william st ann arbor,2395.0,"Accu-Copy, 518, East William Street, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
176,290,3400 nixon rd ann arbor,1486.0,"3400, Nixon Road, Ann Arbor Charter Township, Washtenaw County, Michigan, 48105, United States of America"
177,291,2001 huron parkway ann arbor,1195.0,"Huron Parkway, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
178,293,2726 golfside dr. ann arbor,895.0,"Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America"
179,294,2720 golfside dr. ann arbor,995.0,"Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America"
180,295,2716 golfside dr. ann arbor,895.0,"Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America"
181,296,520 w. cross st. ann arbor,1.0,
182,297,2973 west clark rd ann arbor,1074.0,"2973, West Clark Road, Superior Charter Township, Washtenaw County, Michigan, 48197, United States of America"
183,298,955 sumpter road ann arbor,1100.0,"Sumpter Road, Scofield, Exeter Township, Monroe County, Michigan, 48117, United States of America"
184,301,2973 west clark rd ann arbor,1374.0,"2973, West Clark Road, Superior Charter Township, Washtenaw County, Michigan, 48197, United States of America"
185,302,101 lake village ann arbor,1560.0,
186,303,2820 windwood ann arbor,1675.0,"2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
187,304,2835 roundtree blvd ann arbor,939.0,"2835, Roundtree Boulevard, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
188,305,"3912 mason rd, howell, mi ann arbor",800.0,
189,306,275 harbor way ann arbor,1399.0,"Harbor House Clubhouse, 275, Harbor Way, Harbor House of Ann Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
190,307,3005 fernwood ann arbor,1300.0,"3005, Fernwood Avenue, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
191,309,275 harbor way ann arbor,1499.0,"Harbor House Clubhouse, 275, Harbor Way, Harbor House of Ann Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
192,311,957 sheridan ann arbor,675.0,"Sheridan Drive, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
193,312,957 sheridan ann arbor,750.0,"Sheridan Drive, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
194,313,3050 birch hollow dr ann arbor,975.0,"3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
195,314,"221 n. summit, #3 ann arbor",825.0,"Summit, Scofield, Exeter Township, Monroe County, Michigan, 48159, United States of America"
196,315,727 e kingsley st ann arbor,1645.0,"727, East Kingsley Street, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
197,317,2911 bynan ann arbor,989.0,"Bynan Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
198,319,140 lauff ann arbor,970.0,
199,320,"3912 mason rd, howell, mi ann arbor",800.0,
200,322,275 harbor way ann arbor,1499.0,"Harbor House Clubhouse, 275, Harbor Way, Harbor House of Ann Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
201,323,1245 astor ave ann arbor,1923.0,"1245, Astor Avenue, Woodbury Gardens, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
202,324,3089 woodland hills dr ann arbor,1249.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
203,325,3089 woodland hills dr ann arbor,959.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
204,326,554 s 5th ave ann arbor,1045.0,"554, South Fifth Avenue, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
205,327,525 w. highland rd ann arbor,921.0,
206,330,514 emmet street ann arbor,800.0,
207,333,1245 astor avenue ann arbor,1590.0,"1245, Astor Avenue, Woodbury Gardens, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
208,334,2960 birch hollow dr ann arbor,1209.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
209,335,2960 birch hollow dr ann arbor,1029.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
210,337,213 w. mosley apartment 11 ann arbor,1285.0,
211,338,1020 lincoln ave. ann arbor,1890.0,"1020, Lincoln Avenue, North Burns Park, Burns Park, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
212,339,1020 lincoln ave. ann arbor,1190.0,"1020, Lincoln Avenue, North Burns Park, Burns Park, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
213,340,211 n. ashley ann arbor,2500.0,"211, North Ashley Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America"
214,341,428 ventura ct. ann arbor,1575.0,"428, Ventura Court, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
215,342,2201 glencoe hills ann arbor,1529.0,"Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, United States of America"
216,355,2960 birch hollow dr ann arbor,1209.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
217,359,2960 birch hollow dr ann arbor,1009.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
218,360,1005 maiden lane ann arbor,1499.0,"1005, Maiden Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America"
219,362,1550 brookfield ann arbor,1579.0,"1550, Brookfield Drive, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
220,364,3089 woodland hills dr ann arbor,959.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
221,373,3089 woodland hills dr ann arbor,1249.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
222,374,3089 woodland hills dr ann arbor,939.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America"
223,375,1355 s. winter st. ann arbor,830.0,
224,376,2911 bynan dr. ann arbor,989.0,"Bynan Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
225,377,1984 traver rd ann arbor,1229.0,
226,379,1980 pauline boulevard ann arbor,1189.0,"1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann Arbor Charter Township, Washtenaw County, Michigan, 48103, United States of America"
227,382,1550 brookfield ann arbor,1579.0,"1550, Brookfield Drive, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America"
228,383,1980 pauline boulevard ann arbor,1149.0,"1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann Arbor Charter Township, Washtenaw County, Michigan, 48103, United States of America"
229,385,140 lauff drive ann arbor,1030.0,
230,386,3050 birch hollow dr ann arbor,1150.0,"3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America"
231,387,2960 international drive ann arbor,969.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America"
