,Unnamed: 0,address,price,location,raw data,latitude,longitude
10,14,101 lake village ann arbor,1304.0,,None,None,None
11,15,10910 independence lane ann arbor,859.0,,None,None,None
12,16,4873 packard st ann arbor,955.0,"Packard Street, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America","{'place_id': 193651156, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 482473604, 'boundingbox': ['42.2474427', '42.2478618', '-83.7201069', '-83.7197286'], 'lat': '42.2476062', 'lon': '-83.7198882', 'display_name': 'Packard Street, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'highway', 'type': 'tertiary', 'importance': 0.5}",42.2476062,-83.7198882
13,17,214 south hewitt ann arbor,880.0,,None,None,None
14,18,10910 independence lane ann arbor,775.0,,None,None,None
15,19,10910 independence lane ann arbor,790.0,,None,None,None
16,20,275 harbor way ann arbor,1399.0,"Harbor House Clubhouse, 275, Harbor Way, Harbor House of Ann Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 184121333, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 444986113, 'boundingbox': ['42.2487875', '42.2489669', '-83.7473987', '-83.7471526'], 'lat': '42.248894899999996', 'lon': '-83.74726903728029', 'display_name': 'Harbor House Clubhouse, 275, Harbor Way, Harbor\xa0House of Ann\xa0Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'building', 'type': 'yes', 'importance': 0.511}",42.248894899999996,-83.74726903728029
17,23,214 south hewitt ann arbor,970.0,,None,None,None
18,25,406 montgomery ann arbor,1290.0,"406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254588720, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8734511, 'boundingbox': ['42.278910638324', '42.279010638324', '-83.764567230244', '-83.764467230244'], 'lat': '42.27896063832418', 'lon': '-83.7645172302443', 'display_name': '406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.27896063832418,-83.7645172302443
19,26,1610 longshore dr. ann arbor,1475.0,,None,None,None
20,27,406 montgomery ann arbor,1290.0,"406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254588720, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8734511, 'boundingbox': ['42.278910638324', '42.279010638324', '-83.764567230244', '-83.764467230244'], 'lat': '42.27896063832418', 'lon': '-83.7645172302443', 'display_name': '406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.27896063832418,-83.7645172302443
21,29,3050 birch hollow dr ann arbor,1095.0,"3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America","{'place_id': 254613549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726245, 'boundingbox': ['42.238928499598', '42.239028499598', '-83.718554977472', '-83.718454977472'], 'lat': '42.23897849959804', 'lon': '-83.71850497747207', 'display_name': '3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}",42.23897849959804,-83.71850497747207
22,30,214 south hewitt ann arbor,1000.0,,None,None,None
23,31,214 south hewitt ann arbor,970.0,,None,None,None
24,32,214 south hewitt ann arbor,880.0,,None,None,None
25,33,214 south hewitt ann arbor,1020.0,,None,None,None
26,34,214 south hewitt ann arbor,860.0,,None,None,None
27,38,3089 woodland hills dr ann arbor,1249.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America","{'place_id': 254584862, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 517527436, 'boundingbox': ['42.244859510204', '42.244959510204', '-83.674843693878', '-83.674743693878'], 'lat': '42.24490951020408', 'lon': '-83.67479369387755', 'display_name': '3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.24490951020408,-83.67479369387755
28,40,2973 west clark rd ann arbor,1374.0,"2973, West Clark Road, Superior Charter Township, Washtenaw County, Michigan, 48197, United States of America","{'place_id': 254604012, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8730140, 'boundingbox': ['42.258162364077', '42.258262364077', '-83.656310946185', '-83.656210946185'], 'lat': '42.258212364077245', 'lon': '-83.65626094618536', 'display_name': '2973, West Clark Road, Superior Charter Township, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.31100000000000005}",42.258212364077245,-83.65626094618536
29,44,"1645 n maple rd # 309, ann arbor, mi",750.0,"1645, North Maple Road, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254588420, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 471941845, 'boundingbox': ['42.296181', '42.296281', '-83.781137', '-83.781037'], 'lat': '42.296231', 'lon': '-83.781087', 'display_name': '1645, North Maple Road, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}",42.296231,-83.781087
30,45,2224 golfside drive ann arbor,989.0,"Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America","{'place_id': 82586084, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8713528, 'boundingbox': ['42.604673', '42.6060978', '-83.455986', '-83.446556'], 'lat': '42.604732', 'lon': '-83.451609', 'display_name': 'Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America', 'class': 'highway', 'type': 'residential', 'importance': 0.3}",42.604732,-83.451609
31,46,"1645 n maple rd # 309, ann arbor, mi",750.0,"1645, North Maple Road, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254588420, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 471941845, 'boundingbox': ['42.296181', '42.296281', '-83.781137', '-83.781037'], 'lat': '42.296231', 'lon': '-83.781087', 'display_name': '1645, North Maple Road, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}",42.296231,-83.781087
32,47,"1645 n maple rd # 309, ann arbor, mi",750.0,"1645, North Maple Road, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254588420, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 471941845, 'boundingbox': ['42.296181', '42.296281', '-83.781137', '-83.781037'], 'lat': '42.296231', 'lon': '-83.781087', 'display_name': '1645, North Maple Road, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}",42.296231,-83.781087
33,50,3008 randolph court dr. ann arbor,933.0,"3008, Randolph Court Drive, Randolph Court Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America","{'place_id': 254598474, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8723904, 'boundingbox': ['42.24493271385', '42.24503271385', '-83.67158307062', '-83.67148307062'], 'lat': '42.2449827138505', 'lon': '-83.67153307062043', 'display_name': '3008, Randolph Court Drive, Randolph Court Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.2449827138505,-83.67153307062043
34,52,3089 woodland hills dr ann arbor,939.0,"3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America","{'place_id': 254584862, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 517527436, 'boundingbox': ['42.244859510204', '42.244959510204', '-83.674843693878', '-83.674743693878'], 'lat': '42.24490951020408', 'lon': '-83.67479369387755', 'display_name': '3089, Woodland Hills Drive, Evergreen Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.24490951020408,-83.67479369387755
35,59,8777 rushside dr ann arbor,1420.0,,None,None,None
36,65,1116 s forest ann arbor,6000.0,,None,None,None
37,79,2201 glencoe hills ann arbor,1529.0,"Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, United States of America","{'place_id': 217272428, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 661549346, 'boundingbox': ['42.2522322', '42.2590747', '-83.6771594', '-83.6709565'], 'lat': '42.255379500000004', 'lon': '-83.6740488589607', 'display_name': 'Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, United States of America', 'class': 'landuse', 'type': 'residential', 'importance': 0.39999999999999997}",42.255379500000004,-83.6740488589607
38,80,2201 glencoe hills ann arbor,2179.0,"Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, United States of America","{'place_id': 217272428, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 661549346, 'boundingbox': ['42.2522322', '42.2590747', '-83.6771594', '-83.6709565'], 'lat': '42.255379500000004', 'lon': '-83.6740488589607', 'display_name': 'Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, United States of America', 'class': 'landuse', 'type': 'residential', 'importance': 0.39999999999999997}",42.255379500000004,-83.6740488589607
39,81,2201 glencoe hills ann arbor,1149.0,"Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, United States of America","{'place_id': 217272428, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 661549346, 'boundingbox': ['42.2522322', '42.2590747', '-83.6771594', '-83.6709565'], 'lat': '42.255379500000004', 'lon': '-83.6740488589607', 'display_name': 'Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, United States of America', 'class': 'landuse', 'type': 'residential', 'importance': 0.39999999999999997}",42.255379500000004,-83.6740488589607
40,85,101 lake village ann arbor,2000.0,,None,None,None
41,86,1980 pauline boulevard ann arbor,1229.0,"1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann Arbor Charter Township, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254612101, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 442013268, 'boundingbox': ['42.26799544898', '42.26809544898', '-83.773608918367', '-83.773508918367'], 'lat': '42.26804544897959', 'lon': '-83.77355891836734', 'display_name': '1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann\xa0Arbor Charter\xa0Township, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}",42.26804544897959,-83.77355891836734
42,87,2960 birch hollow dr ann arbor,1209.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America","{'place_id': 254600731, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726243, 'boundingbox': ['42.238614', '42.238714', '-83.721885', '-83.721785'], 'lat': '42.238664', 'lon': '-83.721835', 'display_name': '2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}",42.238664,-83.721835
43,91,1355 s. winter st. ann arbor,830.0,,None,None,None
44,92,1980 pauline boulevard ann arbor,1149.0,"1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann Arbor Charter Township, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254612101, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 442013268, 'boundingbox': ['42.26799544898', '42.26809544898', '-83.773608918367', '-83.773508918367'], 'lat': '42.26804544897959', 'lon': '-83.77355891836734', 'display_name': '1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann\xa0Arbor Charter\xa0Township, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}",42.26804544897959,-83.77355891836734
45,97,1980 pauline boulevard ann arbor,1249.0,"1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann Arbor Charter Township, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254612101, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 442013268, 'boundingbox': ['42.26799544898', '42.26809544898', '-83.773608918367', '-83.773508918367'], 'lat': '42.26804544897959', 'lon': '-83.77355891836734', 'display_name': '1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann\xa0Arbor Charter\xa0Township, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}",42.26804544897959,-83.77355891836734
46,98,2835 roundtree blvd ann arbor,1079.0,"2835, Roundtree Boulevard, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America","{'place_id': 254585206, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 192949014, 'boundingbox': ['42.227605', '42.227705', '-83.6557397', '-83.6556397'], 'lat': '42.227655', 'lon': '-83.6556897', 'display_name': '2835, Roundtree Boulevard, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.21100000000000002}",42.227655,-83.6556897
47,99,2960 birch hollow dr ann arbor,1179.0,"2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America","{'place_id': 254600731, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726243, 'boundingbox': ['42.238614', '42.238714', '-83.721885', '-83.721785'], 'lat': '42.238664', 'lon': '-83.721835', 'display_name': '2960, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}",42.238664,-83.721835
48,101,406 montgomery ann arbor,1290.0,"406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254588720, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8734511, 'boundingbox': ['42.278910638324', '42.279010638324', '-83.764567230244', '-83.764467230244'], 'lat': '42.27896063832418', 'lon': '-83.7645172302443', 'display_name': '406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.27896063832418,-83.7645172302443
49,102,2820 windwood ann arbor,1644.0,"2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America","{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.317237859237146,-83.70603874865243
50,103,406 montgomery ann arbor,1290.0,"406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 254588720, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8734511, 'boundingbox': ['42.278910638324', '42.279010638324', '-83.764567230244', '-83.764467230244'], 'lat': '42.27896063832418', 'lon': '-83.7645172302443', 'display_name': '406, Montgomery Avenue, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.27896063832418,-83.7645172302443
51,104,401 s. highlander way ann arbor,878.0,,None,None,None
52,105,1984 traver rd ann arbor,1469.0,"1984, Traver Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America","{'place_id': 254611701, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 441142726, 'boundingbox': ['42.301499916774', '42.301599916774', '-83.727247345458', '-83.727147345458'], 'lat': '42.30154991677406', 'lon': '-83.72719734545764', 'display_name': '1984, Traver Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.30154991677406,-83.72719734545764
53,107,2960 international drive ann arbor,989.0,"2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America","{'place_id': 254591773, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8724352, 'boundingbox': ['42.253218117647', '42.253318117647', '-83.659732352941', '-83.659632352941'], 'lat': '42.25326811764706', 'lon': '-83.65968235294118', 'display_name': '2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.31100000000000005}",42.25326811764706,-83.65968235294118
54,108,220 n 1st st ann arbor,1285.0,"220, North First Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America","{'place_id': 194726134, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 498695211, 'boundingbox': ['42.2830742', '42.283224', '-83.7507585', '-83.7504955'], 'lat': '42.2831491', 'lon': '-83.75062700000001', 'display_name': '220, North First Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America', 'class': 'building', 'type': 'apartments', 'importance': 0.511}",42.2831491,-83.75062700000001
55,110,212 stevens dr ann arbor,918.0,"212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America","{'place_id': 254592877, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728722, 'boundingbox': ['42.235322816327', '42.235422816327', '-83.638450714286', '-83.638350714286'], 'lat': '42.23537281632653', 'lon': '-83.63840071428572', 'display_name': '212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.31100000000000005}",42.23537281632653,-83.63840071428572
56,111,212 stevens drive ann arbor,818.0,"212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America","{'place_id': 254592877, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728722, 'boundingbox': ['42.235322816327', '42.235422816327', '-83.638450714286', '-83.638350714286'], 'lat': '42.23537281632653', 'lon': '-83.63840071428572', 'display_name': '212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.31100000000000005}",42.23537281632653,-83.63840071428572
57,112,2911 bynan ann arbor,859.0,"Bynan Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America","{'place_id': 185254470, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 442195579, 'boundingbox': ['42.2575861', '42.2576824', '-83.6610669', '-83.6597003'], 'lat': '42.2575998', 'lon': '-83.6601296', 'display_name': 'Bynan Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America', 'class': 'highway', 'type': 'residential', 'importance': 0.19999999999999998}",42.2575998,-83.6601296
58,114,600 hidden valley club drive ann arbor,1260.0,"600, Hidden Valley Club Drive, Hidden Valley-, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America","{'place_id': 254604566, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8733327, 'boundingbox': ['42.247062', '42.247162', '-83.743199', '-83.743099'], 'lat': '42.247112', 'lon': '-83.743149', 'display_name': '600, Hidden Valley Club Drive, Hidden Valley-, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.711}",42.247112,-83.743149
59,117,321 williamsen dr ann arbor,1070.0,,None,None,None
60,119,1505 natalie ln ann arbor,1375.0,"1505, Natalie Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America","{'place_id': 254598836, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 441612496, 'boundingbox': ['42.293900543324', '42.294000543325', '-83.683411503677', '-83.683311503677'], 'lat': '42.2939505433245', 'lon': '-83.6833615036768', 'display_name': '1505, Natalie Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}",42.2939505433245,-83.6833615036768
61,121,201 e madison st ann arbor,3345.0,"201, East Madison Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America","{'place_id': 194948304, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 488960361, 'boundingbox': ['42.2742365', '42.2743004', '-83.747459', '-83.7472828'], 'lat': '42.2742766', 'lon': '-83.74737067071865', 'display_name': '201, East Madison Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America', 'class': 'building', 'type': 'house', 'importance': 0.611}",42.2742766,-83.74737067071865
62,123,615 pearl street ann arbor,750.0,"Pearl Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America","{'place_id': 82101097, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8731121, 'boundingbox': ['42.290509', '42.290588', '-83.75824', '-83.755767'], 'lat': '42.290546', 'lon': '-83.757015', 'display_name': 'Pearl Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'highway', 'type': 'residential', 'importance': 0.5}",42.290546,-83.757015
